Source_tissue	Target_tissue	Source_cytokine_ensembl	Target_cytokine_ensembl	Source_cytokine_genename	Target_cytokine_genename	Source_cytokine_description	Target_cytokine_description	Source_cytokine_uniprot	Target_cytokine_uniprot	Receptor_ensembl	Receptor_genename	Receptor_synonym	Receptor_uniprot	Receptor_description	Source_tissue_ontology	Target_tissue_ontology	reference_first	reference_second	Action.Sentiment_first	Action.Sentiment_second	NumPapers_first	NumPapers_second	Enrichment.Score_first	Enrichment.Score_second
adipose tissue	MAIT T-cell	ENSG00000108688	ENSG00000111536	CCL7	IL26	C-C motif chemokine ligand 7	Interleukin 26	P80098	Q9NPH9	ENSG00000160791	CCR5	CC-CKR-5, CD195, CKR-5, CKR5, CMKBR5, IDDM22	P51681	C-C motif chemokine receptor 5 (gene/pseudogene)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	MAIT T-cell	ENSG00000108688	ENSG00000115009	CCL7	CCL20	C-C motif chemokine ligand 7	C-C motif chemokine ligand 20	P80098	P78556	ENSG00000160791	CCR5	CC-CKR-5, CD195, CKR-5, CKR5, CMKBR5, IDDM22	P51681	C-C motif chemokine receptor 5 (gene/pseudogene)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	MAIT T-cell	ENSG00000108688	ENSG00000182393	CCL7	IFNL1	C-C motif chemokine ligand 7	Interferon lambda 1	P80098	Q8IU54	ENSG00000160791	CCR5	CC-CKR-5, CD195, CKR-5, CKR5, CMKBR5, IDDM22	P51681	C-C motif chemokine receptor 5 (gene/pseudogene)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	MAIT T-cell	ENSG00000108688	ENSG00000275302	CCL7	CCL4	C-C motif chemokine ligand 7	C-C motif chemokine ligand 4	P80098	P13236	ENSG00000160791	CCR5	CC-CKR-5, CD195, CKR-5, CKR5, CMKBR5, IDDM22	P51681	C-C motif chemokine receptor 5 (gene/pseudogene)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	naive CD4 T-cell	ENSG00000136244	ENSG00000090554	IL6	FLT3LG	Interleukin 6	Fms related tyrosine kinase 3 ligand	P05231	P49771	ENSG00000134352	IL6ST	CD130, GP130	P40189	Interleukin 6 signal transducer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	naive CD4 T-cell	ENSG00000136244	ENSG00000102245	IL6	CD40LG	Interleukin 6	CD40 ligand	P05231	P29965	ENSG00000134352	IL6ST	CD130, GP130	P40189	Interleukin 6 signal transducer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	naive CD4 T-cell	ENSG00000136244	ENSG00000110944	IL6	IL23A	Interleukin 6	Interleukin 23 subunit alpha	P05231	Q9NPF7	ENSG00000134352	IL6ST	CD130, GP130	P40189	Interleukin 6 signal transducer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	naive CD4 T-cell	ENSG00000136244	ENSG00000119699	IL6	TGFB3	Interleukin 6	Transforming growth factor beta 3	P05231	P10600	ENSG00000134352	IL6ST	CD130, GP130	P40189	Interleukin 6 signal transducer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000095752	IL6	IL11	Interleukin 6	Interleukin 11	P05231	P20809	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000099985	IL6	OSM	Interleukin 6	Oncostatin M	P05231	P13725	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000102524	IL6	TNFSF13B	Interleukin 6	TNF superfamily member 13b	P05231	Q9Y275	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	Positive	NA	2	NA	1.88
adipose tissue	neutrophil	ENSG00000136244	ENSG00000113302	IL6	IL12B	Interleukin 6	Interleukin 12B	P05231	P29460	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000118785	IL6	SPP1	Interleukin 6	Secreted phosphoprotein 1	P05231	P10451	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000121858	IL6	TNFSF10	Interleukin 6	TNF superfamily member 10	P05231	P50591	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000124875	IL6	CXCL6	Interleukin 6	C-X-C motif chemokine ligand 6	P05231	P80162	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000125538	IL6	IL1B	Interleukin 6	Interleukin 1 beta	P05231	P01584	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	Positive	NA	24	NA	2.03
adipose tissue	neutrophil	ENSG00000136244	ENSG00000125735	IL6	TNFSF14	Interleukin 6	TNF superfamily member 14	P05231	O43557	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000130513	IL6	GDF15	Interleukin 6	Growth differentiation factor 15	P05231	Q99988	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000136689	IL6	IL1RN	Interleukin 6	Interleukin 1 receptor antagonist	P05231	P18510	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	Positive	NA	4	NA	2.54
adipose tissue	neutrophil	ENSG00000136244	ENSG00000138798	IL6	EGF	Interleukin 6	Epidermal growth factor	P05231	P01133	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000163235	IL6	TGFA	Interleukin 6	Transforming growth factor alpha	P05231	P01135	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000163735	IL6	CXCL5	Interleukin 6	C-X-C motif chemokine ligand 5	P05231	P42830	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000163736	IL6	PPBP	Interleukin 6	Pro-platelet basic protein	P05231	P02775	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000163737	IL6	PF4	Interleukin 6	Platelet factor 4	P05231	P02776	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000163739	IL6	CXCL1	Interleukin 6	C-X-C motif chemokine ligand 1	P05231	P09341	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000169429	IL6	CXCL8	Interleukin 6	C-X-C motif chemokine ligand 8	P05231	P10145	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	Positive	NA	162	NA	11.04
adipose tissue	neutrophil	ENSG00000136244	ENSG00000217555	IL6	CKLF	Interleukin 6	Chemokine like factor	P05231	Q9UBR5	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	neutrophil	ENSG00000136244	ENSG00000276085	IL6	CCL3L1	Interleukin 6	C-C motif chemokine ligand 3 like 1	P05231	P16619	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	NK-cell	ENSG00000108688	ENSG00000120659	CCL7	TNFSF11	C-C motif chemokine ligand 7	TNF superfamily member 11	P80098	O14788	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	NK-cell	ENSG00000108688	ENSG00000125571	CCL7	IL37	C-C motif chemokine ligand 7	Interleukin 37	P80098	Q9NZH6	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	NK-cell	ENSG00000108688	ENSG00000128342	CCL7	LIF	C-C motif chemokine ligand 7	LIF, interleukin 6 family cytokine	P80098	P15018	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	NK-cell	ENSG00000108688	ENSG00000131142	CCL7	CCL25	C-C motif chemokine ligand 7	C-C motif chemokine ligand 25	P80098	O15444	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	NK-cell	ENSG00000108688	ENSG00000143184	CCL7	XCL1	C-C motif chemokine ligand 7	X-C motif chemokine ligand 1	P80098	P47992	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	NK-cell	ENSG00000108688	ENSG00000143185	CCL7	XCL2	C-C motif chemokine ligand 7	X-C motif chemokine ligand 2	P80098	Q9UBD3	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	NK-cell	ENSG00000108688	ENSG00000164400	CCL7	CSF2	C-C motif chemokine ligand 7	Colony stimulating factor 2	P80098	P04141	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	CL_0000623	NA	NA	NA	Positive	NA	4	NA	0.43
adipose tissue	NK-cell	ENSG00000108688	ENSG00000182393	CCL7	IFNL1	C-C motif chemokine ligand 7	Interferon lambda 1	P80098	Q8IU54	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	placenta	ENSG00000108688	ENSG00000019991	CCL7	HGF	C-C motif chemokine ligand 7	Hepatocyte growth factor	P80098	P14210	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	placenta	ENSG00000108688	ENSG00000105246	CCL7	EBI3	C-C motif chemokine ligand 7	Epstein-Barr virus induced 3	P80098	Q14213	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	placenta	ENSG00000108688	ENSG00000108700	CCL7	CCL8	C-C motif chemokine ligand 7	C-C motif chemokine ligand 8	P80098	P80075	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	placenta	ENSG00000108688	ENSG00000118785	CCL7	SPP1	C-C motif chemokine ligand 7	Secreted phosphoprotein 1	P80098	P10451	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	placenta	ENSG00000108688	ENSG00000130513	CCL7	GDF15	C-C motif chemokine ligand 7	Growth differentiation factor 15	P80098	Q99988	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	placenta	ENSG00000108688	ENSG00000137747	CCL7	TMPRSS13	C-C motif chemokine ligand 7	Transmembrane serine protease 13	P80098	Q9BYE2	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	plasmacytoid DC	ENSG00000108688	ENSG00000161955	CCL7	TNFSF13	C-C motif chemokine ligand 7	TNF superfamily member 13	P80098	O75888	ENSG00000186810	CXCR3	CD183, CKR-L2, CMKAR3, GPR9, IP10-R, MigR	P49682	C-X-C motif chemokine receptor 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	salivary gland	ENSG00000108688	ENSG00000137747	CCL7	TMPRSS13	C-C motif chemokine ligand 7	Transmembrane serine protease 13	P80098	Q9BYE2	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	salivary gland	ENSG00000108688	ENSG00000137747	CCL7	TMPRSS13	C-C motif chemokine ligand 7	Transmembrane serine protease 13	P80098	Q9BYE2	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	salivary gland	ENSG00000108688	ENSG00000142224	CCL7	IL19	C-C motif chemokine ligand 7	Interleukin 19	P80098	Q9UHD0	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	salivary gland	ENSG00000108688	ENSG00000142224	CCL7	IL19	C-C motif chemokine ligand 7	Interleukin 19	P80098	Q9UHD0	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	salivary gland	ENSG00000108688	ENSG00000151882	CCL7	CCL28	C-C motif chemokine ligand 7	C-C motif chemokine ligand 28	P80098	Q9NRJ3	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	salivary gland	ENSG00000108688	ENSG00000151882	CCL7	CCL28	C-C motif chemokine ligand 7	C-C motif chemokine ligand 28	P80098	Q9NRJ3	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	salivary gland	ENSG00000108688	ENSG00000161955	CCL7	TNFSF13	C-C motif chemokine ligand 7	TNF superfamily member 13	P80098	O75888	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	salivary gland	ENSG00000108688	ENSG00000161955	CCL7	TNFSF13	C-C motif chemokine ligand 7	TNF superfamily member 13	P80098	O75888	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	salivary gland	ENSG00000108688	ENSG00000163735	CCL7	CXCL5	C-C motif chemokine ligand 7	C-X-C motif chemokine ligand 5	P80098	P42830	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	salivary gland	ENSG00000108688	ENSG00000163735	CCL7	CXCL5	C-C motif chemokine ligand 7	C-X-C motif chemokine ligand 5	P80098	P42830	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	salivary gland	ENSG00000108688	ENSG00000197110	CCL7	IFNL3	C-C motif chemokine ligand 7	Interferon lambda 3	P80098	Q8IZI9	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	salivary gland	ENSG00000108688	ENSG00000197110	CCL7	IFNL3	C-C motif chemokine ligand 7	Interferon lambda 3	P80098	Q8IZI9	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	skeletal muscle	ENSG00000136244	ENSG00000138798	IL6	EGF	Interleukin 6	Epidermal growth factor	P05231	P01133	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	skeletal muscle	ENSG00000136244	ENSG00000197461	IL6	PDGFA	Interleukin 6	Platelet derived growth factor subunit A	P05231	P04085	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	T-reg	ENSG00000108688	ENSG00000090554	CCL7	FLT3LG	C-C motif chemokine ligand 7	Fms related tyrosine kinase 3 ligand	P80098	P49771	ENSG00000184451	CCR10	GPR2	P46092	C-C motif chemokine receptor 10	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	T-reg	ENSG00000108688	ENSG00000110944	CCL7	IL23A	C-C motif chemokine ligand 7	Interleukin 23 subunit alpha	P80098	Q9NPF7	ENSG00000184451	CCR10	GPR2	P46092	C-C motif chemokine receptor 10	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	T-reg	ENSG00000108688	ENSG00000111536	CCL7	IL26	C-C motif chemokine ligand 7	Interleukin 26	P80098	Q9NPH9	ENSG00000184451	CCR10	GPR2	P46092	C-C motif chemokine receptor 10	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	T-reg	ENSG00000108688	ENSG00000125726	CCL7	CD70	C-C motif chemokine ligand 7	CD70 molecule	P80098	P32970	ENSG00000184451	CCR10	GPR2	P46092	C-C motif chemokine receptor 10	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	T-reg	ENSG00000108688	ENSG00000138684	CCL7	IL21	C-C motif chemokine ligand 7	Interleukin 21	P80098	Q9HBE4	ENSG00000184451	CCR10	GPR2	P46092	C-C motif chemokine receptor 10	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
adipose tissue	T-reg	ENSG00000108688	ENSG00000213927	CCL7	CCL27	C-C motif chemokine ligand 7	C-C motif chemokine ligand 27	P80098	Q9Y4X3	ENSG00000184451	CCR10	GPR2	P46092	C-C motif chemokine receptor 10	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
basophil	adipose tissue	ENSG00000163736	ENSG00000108688	PPBP	CCL7	Pro-platelet basic protein	C-C motif chemokine ligand 7	P02775	P80098	ENSG00000213088	ACKR1	CCBP1, CD234, DARC, Dfy, FY, GPD	Q16570	Atypical chemokine receptor 1 (Duffy blood group)	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA	NA
basophil	adipose tissue	ENSG00000163736	ENSG00000136244	PPBP	IL6	Pro-platelet basic protein	Interleukin 6	P02775	P05231	ENSG00000213088	ACKR1	CCBP1, CD234, DARC, Dfy, FY, GPD	Q16570	Atypical chemokine receptor 1 (Duffy blood group)	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA	NA
basophil	adipose tissue	ENSG00000163737	ENSG00000108688	PF4	CCL7	Platelet factor 4	C-C motif chemokine ligand 7	P02776	P80098	ENSG00000213088	ACKR1	CCBP1, CD234, DARC, Dfy, FY, GPD	Q16570	Atypical chemokine receptor 1 (Duffy blood group)	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA	NA
basophil	adipose tissue	ENSG00000163737	ENSG00000136244	PF4	IL6	Platelet factor 4	Interleukin 6	P02776	P05231	ENSG00000213088	ACKR1	CCBP1, CD234, DARC, Dfy, FY, GPD	Q16570	Atypical chemokine receptor 1 (Duffy blood group)	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA	NA
basophil	classical monocyte	ENSG00000113520	ENSG00000108688	IL4	CCL7	Interleukin 4	C-C motif chemokine ligand 7	P05112	P80098	ENSG00000131724	IL13RA1	CD213a1, IL-13Ra, NR4	P78552	Interleukin 13 receptor subunit alpha 1	CL_0000767	NA	376|Eosinophils, basophils, and mast cells are each attractive possibilities because they can produce abundant IL-4 when activated by chitin, a polysaccharide present in helminth parasites, as well as in insects and crustaceans, which induces TH2 responses.;451|However, eosinophils and basophils that are recruited by chemokines produced by ILC2s are activated to produce IL-4 in response to the IL-5 and IL-13 produced by ILC2s, possibly providing an indirect mechanism by which TH2 differentiation is directed by ILC2s.;605|Figure 14.3;605|Figure 14.3;612|The specific IgE produced in response to the allergen binds to the high-affinity receptor for IgE on mast cells and basophils. IgE production can be amplified by these cells because, upon activation, they produce IL-4 and express CD40 ligand.;617|Basophils express high-affinity FcεRI on their cell surfaces and so have IgE bound. On activation by antigen binding to IgE or by cytokines, they release histamine from their granules and also produce IL-4 and IL-13.	NA	Positive	NA	35	NA	28.76	NA
basophil	classical monocyte	ENSG00000113520	ENSG00000108691	IL4	CCL2	Interleukin 4	C-C motif chemokine ligand 2	P05112	P13500	ENSG00000131724	IL13RA1	CD213a1, IL-13Ra, NR4	P78552	Interleukin 13 receptor subunit alpha 1	CL_0000767	NA	376|Eosinophils, basophils, and mast cells are each attractive possibilities because they can produce abundant IL-4 when activated by chitin, a polysaccharide present in helminth parasites, as well as in insects and crustaceans, which induces TH2 responses.;451|However, eosinophils and basophils that are recruited by chemokines produced by ILC2s are activated to produce IL-4 in response to the IL-5 and IL-13 produced by ILC2s, possibly providing an indirect mechanism by which TH2 differentiation is directed by ILC2s.;605|Figure 14.3;605|Figure 14.3;612|The specific IgE produced in response to the allergen binds to the high-affinity receptor for IgE on mast cells and basophils. IgE production can be amplified by these cells because, upon activation, they produce IL-4 and express CD40 ligand.;617|Basophils express high-affinity FcεRI on their cell surfaces and so have IgE bound. On activation by antigen binding to IgE or by cytokines, they release histamine from their granules and also produce IL-4 and IL-13.	NA	Positive	NA	35	NA	28.76	NA
basophil	classical monocyte	ENSG00000113520	ENSG00000108700	IL4	CCL8	Interleukin 4	C-C motif chemokine ligand 8	P05112	P80075	ENSG00000131724	IL13RA1	CD213a1, IL-13Ra, NR4	P78552	Interleukin 13 receptor subunit alpha 1	CL_0000767	NA	376|Eosinophils, basophils, and mast cells are each attractive possibilities because they can produce abundant IL-4 when activated by chitin, a polysaccharide present in helminth parasites, as well as in insects and crustaceans, which induces TH2 responses.;451|However, eosinophils and basophils that are recruited by chemokines produced by ILC2s are activated to produce IL-4 in response to the IL-5 and IL-13 produced by ILC2s, possibly providing an indirect mechanism by which TH2 differentiation is directed by ILC2s.;605|Figure 14.3;605|Figure 14.3;612|The specific IgE produced in response to the allergen binds to the high-affinity receptor for IgE on mast cells and basophils. IgE production can be amplified by these cells because, upon activation, they produce IL-4 and express CD40 ligand.;617|Basophils express high-affinity FcεRI on their cell surfaces and so have IgE bound. On activation by antigen binding to IgE or by cytokines, they release histamine from their granules and also produce IL-4 and IL-13.	NA	Positive	NA	35	NA	28.76	NA
basophil	classical monocyte	ENSG00000113520	ENSG00000108702	IL4	CCL1	Interleukin 4	C-C motif chemokine ligand 1	P05112	P22362	ENSG00000131724	IL13RA1	CD213a1, IL-13Ra, NR4	P78552	Interleukin 13 receptor subunit alpha 1	CL_0000767	NA	376|Eosinophils, basophils, and mast cells are each attractive possibilities because they can produce abundant IL-4 when activated by chitin, a polysaccharide present in helminth parasites, as well as in insects and crustaceans, which induces TH2 responses.;451|However, eosinophils and basophils that are recruited by chemokines produced by ILC2s are activated to produce IL-4 in response to the IL-5 and IL-13 produced by ILC2s, possibly providing an indirect mechanism by which TH2 differentiation is directed by ILC2s.;605|Figure 14.3;605|Figure 14.3;612|The specific IgE produced in response to the allergen binds to the high-affinity receptor for IgE on mast cells and basophils. IgE production can be amplified by these cells because, upon activation, they produce IL-4 and express CD40 ligand.;617|Basophils express high-affinity FcεRI on their cell surfaces and so have IgE bound. On activation by antigen binding to IgE or by cytokines, they release histamine from their granules and also produce IL-4 and IL-13.	NA	Positive	NA	35	NA	28.76	NA
